Категория,Артикул,Бренд,Фото (ссылка),Фото (ссылка) 2,,,,Фото (ссылка) 3,Размер,Описание,Материал,Покрытие,Камень,Цена,Количество,Коллекции,
Кольца,LA2L88/2/3,La2L,https://drive.google.com/file/d/1HmQpVXs_HGdtPKy8rKwBymYjqsIOl2AX/view?usp=drive_link,https://drive.google.com/file/d/1Pl6iqBo8z90OATVybqlq07mpnWXxKuGF/view?usp=drive_link,,,,,17.5,"Кольцо перевертыш Sacha Клевер HESSONITE

Коллекция Sacha создана, чтобы помочь видеть дальше внешности, верить в свою интуицию и сохранять позитивный взгляд.

Клевер считается магическим растением, он притягивает удачу и усиливает интуицию.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",75 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L88/3/1,La2L,https://drive.google.com/file/d/1H2cD1nGrlYAKWvqhercvou4PJXUvEynu/view?usp=drive_link,https://drive.google.com/file/d/1Pl6iqBo8z90OATVybqlq07mpnWXxKuGF/view?usp=drive_link,,,,,16.3,"Кольцо перевертыш Sacha Клевер NACRE

Коллекция Sacha создана, чтобы помочь видеть дальше внешности, верить в свою интуицию и сохранять позитивный взгляд.

Клевер считается магическим растением, он притягивает удачу и усиливает интуицию.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",75 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L88/1,La2L,https://drive.google.com/file/d/1OHaI2MMnqwt_qdIXIsumwYoAu8TbauLH/view?usp=drive_link,https://drive.google.com/file/d/1Pl6iqBo8z90OATVybqlq07mpnWXxKuGF/view?usp=drive_link,,,,,17.5,"Кольцо перевертыш Sacha Клевер SERPENTINE



Коллекция Sacha создана, чтобы помочь видеть дальше внешности, верить в свою интуицию и сохранять позитивный взгляд.

Клевер считается магическим растением, он притягивает удачу и усиливает интуицию.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",75 000,0,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L117,La2L,https://drive.google.com/file/d/1icRcb-8uG22hDYB66OE3PBei9SNGVUM6/view?usp=drive_link,https://drive.google.com/file/d/1ZPxnNRAY89zqbJ0xbq-MaUfUFTdN1wgo/view?usp=drive_link,https://drive.google.com/file/d/1mVmFqBYKi7AyHlY6_Wcvi35WimBqa4FN/view?usp=drive_link,https://drive.google.com/file/d/1rHwH2oVA3RxOMndvD87qxQ1l5NwVbKsq/view?usp=drive_link,,,Регулируемый,Кольцо Tank ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",78 000,1,,
Кольца,LA2L117/2,La2L,https://drive.google.com/file/d/1SxA5M7yXGqThSIuFkCbbFwsI2Lhz89kj/view?usp=drive_link,https://drive.google.com/file/d/1ZPxnNRAY89zqbJ0xbq-MaUfUFTdN1wgo/view?usp=drive_link,,,,,Регулируемый,Кольцо Tank ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",78 000,2,,
Кольца,LA2L117/3,La2L,https://drive.google.com/file/d/1Y-Xj7J0jrR-94AJpea3YjuS1ZjyAlo6U/view?usp=drive_link,https://drive.google.com/file/d/1ZPxnNRAY89zqbJ0xbq-MaUfUFTdN1wgo/view?usp=drive_link,,,,,Регулируемый,Кольцо Tank ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перидот",78 000,2,,
Кольца,LA2L89/3,La2L,https://drive.google.com/file/d/1mgSvwF9Th7xY360ZrVjLVx47uogZRPcx/view?usp=drive_link,,,,,,Регулируемый,"Кольцо с посланием Chance

Кольцо удачи"," 
Латунь
 "," 

Позолота "," 

 ",52 000,8,,
Кольца,LA2L89/2,La2L,https://drive.google.com/file/d/1d8GoUiCXpmsrLbWGyArUAWYkBppTOk8t/view?usp=drive_link,,,,,,Регулируемый,"Кольцо с посланием Protection

Кольцо защиты"," 
Латунь
 "," 

Позолота "," 

 ",52 000,5,,
Кольца,LA2L89/1,La2L,https://drive.google.com/file/d/1XWwCUnCV0hGVcYPnj4mPO96w12u4LEDr/view?usp=drive_link,,,,,,Регулируемый,"Кольцо с посланием Amour

Кольцо любви"," 
Латунь
 "," 

Позолота "," 

 ",52 000,1,,
Кольца,LA2L90/1,La2L,https://drive.google.com/file/d/1P2nLpVKCkq-rIRqXs_-wWOmUrXCvgpA8/view?usp=drive_link,,,,,,Регулируемый,Кольцо Сердце c косичкой ," 
Латунь
 
 
"," 

Позолота 
 
"," 

 
 Аметист
",52 000,1,,
Кольца,LA2L90/2,La2L,https://drive.google.com/file/d/1mZAXNM8Htfa-Ojr8sMVPsJt6o07sD0ad/view?usp=share_link,https://drive.google.com/file/d/1KvCQB6LPt-SQEJL08fhCwbpLdL7i_OK4/view?usp=share_link,,,,,Регулируемый,Кольцо Сердце c косичкой ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",52 000,1,,
Кольца,LA2L90/3,La2L,https://drive.google.com/file/d/1miCa4o1xaSolpyrjCr0GYMW6HNTxGOXB/view?usp=share_link,,,,,,Регулируемый,Кольцо Сердце c косичкой ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",52 000,1,,
Кольца,LA2L140/3/2,La2L,https://drive.google.com/file/d/1xlyOFllqE5jRCdsGAAe7XYH4EhDPmfHV/view?usp=drive_link,https://drive.google.com/file/d/14xuyLgTXa9VHYXedneLnpc2Xe16NBQp8/view?usp=drive_link,,,,,17,"Кольцо перевертыш Скарабей с камеей NACRE

Коллекция Zana вдохновлена древним Египтом. 

Скарабей символ силы, благородства и солнца, его прочный панцирь хранит от невзгод и придаёт смелости. Мастера оживляют скарабея - он в полёте или покое. В полёте символизирует обновление и движение вперёд, а в покое - защиту и внутреннюю силу."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",87 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L140/5/3,La2L,,https://drive.google.com/file/d/14xuyLgTXa9VHYXedneLnpc2Xe16NBQp8/view?usp=drive_link,,,,,17.5,"Кольцо перевертыш Скарабей с камеей JASPER

Коллекция Zana вдохновлена древним Египтом. 

Скарабей символ силы, благородства и солнца, его прочный панцирь хранит от невзгод и придаёт смелости. Мастера оживляют скарабея - он в полёте или покое. В полёте символизирует обновление и движение вперёд, а в покое - защиту и внутреннюю силу."," 
Латунь
 
 тигровая "," 

Позолота 
 тигровая "," 

 
 Тигровая Яшма",87 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L140/6/3,La2L,https://drive.google.com/file/d/1xniJz4xq-SC1liT4tJN95zkt7xBa8I1D/view?usp=drive_link,https://drive.google.com/file/d/14xuyLgTXa9VHYXedneLnpc2Xe16NBQp8/view?usp=drive_link,,,,,17.5,"Кольцо перевертыш Скарабей с камеей SERPENTINE

Коллекция Zana вдохновлена древним Египтом. 

Скарабей символ силы, благородства и солнца, его прочный панцирь хранит от невзгод и придаёт смелости. Мастера оживляют скарабея - он в полёте или покое. В полёте символизирует обновление и движение вперёд, а в покое - защиту и внутреннюю силу."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",87 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L178/1,La2L,https://drive.google.com/file/d/1S53upoGMq6XHVDfDpM1AOmBCi65ESqCr/view?usp=drive_link,https://drive.google.com/file/d/1ytSG8-JfT1ufEMt2bXEV8bKSJvPLwy5a/view?usp=drive_link,,,,,16,"Кольцо перевертыш Скарабей

Коллекция Zana вдохновлена древним Египтом. 

Скарабей символ силы, благородства и солнца, его прочный панцирь хранит от невзгод и придаёт смелости. Мастера оживляют скарабея - он в полёте или покое. В полёте символизирует обновление и движение вперёд, а в покое - защиту и внутреннюю силу."," 
Латунь
 "," 

Позолота "," 

 ",51 000,2,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L192/1,La2L,https://drive.google.com/file/d/1IVzbK8zSgqRz4NFJVHoLbz5dguUlAcZW/view?usp=drive_link,https://drive.google.com/file/d/14xuyLgTXa9VHYXedneLnpc2Xe16NBQp8/view?usp=drive_link,,,,,Регулируемый,"Кольцо Скарабей

Коллекция Zana вдохновлена древним Египтом. 

Скарабей символ силы, благородства и солнца, его прочный панцирь хранит от невзгод и придаёт смелости. Мастера оживляют скарабея - он в полёте или покое. В полёте символизирует обновление и движение вперёд, а в покое - защиту и внутреннюю силу."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Сердолик",71 000,0,,
Кольца,LA2L32,La2L,https://drive.google.com/file/d/1MAowwKm-pWLgSD9Yvs3qqnBbc0cxSHIu/view?usp=drive_link,https://drive.google.com/file/d/1qUHPBoinXIRY0oSCiHDr66v68hkghySD/view?usp=drive_link,https://drive.google.com/file/d/1EdVxh6V-Eb_dTGyCYJr2pETj9KPnMp50/view?usp=drive_link,,,,Регулируемый,"Кольцо перстень Жасмин
"," 
Латунь
 
   "," 

Позолота 
   "," 

 
 Гессонит, Клубничный кварц",93 000,0,,
Кольца,LA2L145/3,La2L,https://drive.google.com/file/d/1b_yZeB9kzz3jbCovyw29OVSVynbZ37NW/view?usp=drive_link,,,,,,16.5,Кольцо Sacha Песочные часы GARNET," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",55 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L145/3,La2L,https://drive.google.com/file/d/1b_yZeB9kzz3jbCovyw29OVSVynbZ37NW/view?usp=drive_link,,,,,,17,Кольцо Sacha Песочные часы GARNET," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",55 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L145/2,La2L,https://drive.google.com/file/d/1Xkob4uGYl1kW98IVVKOQXYamuQF7wdaJ/view?usp=drive_link,,,,,,16.5,Кольцо Sacha Песочные часы SERPENTINE," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",55 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L145/2,La2L,https://drive.google.com/file/d/1Xkob4uGYl1kW98IVVKOQXYamuQF7wdaJ/view?usp=drive_link,,,,,,17,Кольцо Sacha Песочные часы SERPENTINE," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",55 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L161/2,La2L,https://drive.google.com/file/d/1exaxGMwpD5LTXTn1L6e2SY9GRQIg-pVm/view?usp=drive_link,,,,,,16.5,"Кольцо Ундина

с рыбкой камеей

Символика

Рыбки очень символичны - приносят лёгкость и удачу, как прикосновение самой ундины. 

Говорят, что в самые тёплые летние ночи, когда луна касается поверхности воды, ундины выходят из глубин и танцуют на глади озёр. Их движения легки, словно рябь на воде, а волосы струятся, переливаясь в лунном свете.

Рыбки плывут рядом с ними, играя в их светящихся тенях, а самые любопытные даже касаются их ладоней. Те, кто видел этот танец, говорят, что ундины умеют дарить удачу – если загадать желание, глядя на их отражение в воде, оно обязательно сбудется."," 
Латунь
 
  "," 

Позолота 
 "," 

 
 Красная Яшма",72 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L161/2,La2L,https://drive.google.com/file/d/1exaxGMwpD5LTXTn1L6e2SY9GRQIg-pVm/view?usp=drive_link,,,,,,17,"Кольцо Ундина

с рыбкой камеей

Символика

Рыбки очень символичны - приносят лёгкость и удачу, как прикосновение самой ундины. 

Говорят, что в самые тёплые летние ночи, когда луна касается поверхности воды, ундины выходят из глубин и танцуют на глади озёр. Их движения легки, словно рябь на воде, а волосы струятся, переливаясь в лунном свете.

Рыбки плывут рядом с ними, играя в их светящихся тенях, а самые любопытные даже касаются их ладоней. Те, кто видел этот танец, говорят, что ундины умеют дарить удачу – если загадать желание, глядя на их отражение в воде, оно обязательно сбудется."," 
Латунь
 
  "," 

Позолота 
 "," 

 
 Красная Яшма",72 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L161/1,La2L,https://drive.google.com/file/d/1C7qrb_4nNGHBn9n9KUCdPiWup3jNZwXA/view?usp=drive_link,,,,,,17,"Кольцо Ундина

с рыбкой камеей

Символика

Рыбки очень символичны - приносят лёгкость и удачу, как прикосновение самой ундины. 

Говорят, что в самые тёплые летние ночи, когда луна касается поверхности воды, ундины выходят из глубин и танцуют на глади озёр. Их движения легки, словно рябь на воде, а волосы струятся, переливаясь в лунном свете.

Рыбки плывут рядом с ними, играя в их светящихся тенях, а самые любопытные даже касаются их ладоней. Те, кто видел этот танец, говорят, что ундины умеют дарить удачу – если загадать желание, глядя на их отражение в воде, оно обязательно сбудется."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",72 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L87,La2L,https://drive.google.com/file/d/18k1SY70HZRgthadXiDy89Ca7WCgs55ie/view?usp=drive_link,https://drive.google.com/file/d/11Zq56cYE4v24P5J425Gq4Vw64qT6bMW0/view?usp=drive_link,https://drive.google.com/file/d/1Xc0HuH6xsw-Jz6mNBrPLoYnSfMDuLpiU/view?usp=drive_link,https://drive.google.com/file/d/16JTQ_XhM2pZP5naN3HO6JeYhqEQdRdEt/view?usp=drive_link,,,Регулируемый,Кольцо изогнутое Sacha I," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",65 000,12,,
Кольца,LA2L13,La2L,https://drive.google.com/file/d/1RTtQvqrEQkyxB8e5Iwxl5NJRho6BpZU1/view?usp=drive_link,https://drive.google.com/file/d/1VAPtOgYRg700tFB_GirAKDFVAVit4rqh/view?usp=drive_link,,,,,Регулируемый,Кольцо изогнутое Sacha II," 
Латунь
 
    "," 

Позолота 
   "," 

 
 Голубой Турмалин, Белая эмаль",59 000,2,,
Кольца,LA2L139,La2L,https://drive.google.com/file/d/1bLHuTYSlIYePjs8mMST8rNZRWmvHB84L/view?usp=drive_link,https://drive.google.com/file/d/1_9DK9a8muxKVHoGrKhbzAsPB8GV1cvVc/view?usp=drive_link,,,,,Регулируемый,Кольцо изогнутое Sacha III," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",65 000,1,,
Кольца,LA2L130,La2L,https://drive.google.com/file/d/1V1KW-BkCQy3mYPG-sgXXajPMUF0hDy8V/view?usp=drive_link,https://drive.google.com/file/d/1QkKr9cd3hP_nKuBnpWGW8BP3Ek-Rr1v-/view?usp=drive_link,https://drive.google.com/file/d/1Oltxew5TiAnzATsqmjNexKFlnT-MdEnw/view?usp=drive_link,https://drive.google.com/file/d/1hby2u2zqvnQ3wDsPlbbEg36_gDLx-Mh7/view?usp=drive_link,https://drive.google.com/file/d/10DlQTxyYFmYQyDvcaJznlFEV3wXExptc/view?usp=drive_link,https://drive.google.com/file/d/1cienpSii01o5bCNH8JIBeQG9b1s1gf45/view?usp=drive_link,Регулируемый,"Кольцо изогнутое Змейка

Символика

Змейка как символ связана с обновлением. Она сбрасывает кожу и начинает путь заново, поэтому в её образе чувствуется цикличность и внутренняя сила. В восточной культуре её часто связывают с мягким соблазном и мудростью, а её энергия и интуиция читаются в том, как она движется тихо, реагирует точно и будто ощущает пространство всем телом.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Зеленый агат",59 000,3,,
Кольца,LA2L126/2,La2L,https://drive.google.com/file/d/1G8jdYogGo8vmr2OFMJSs6Q6ZNfUrn8bC/view?usp=drive_link,https://drive.google.com/file/d/1JTWdOq4-NBhfw8ZLgcpV1PgLXd3UNd5S/view?usp=share_link,,,,,Регулируемый,"Кольцо Две Змейки перламутр

Символика

Змейка как символ связана с обновлением. Она сбрасывает кожу и начинает путь заново, поэтому в её образе чувствуется цикличность и внутренняя сила. В восточной культуре её часто связывают с мягким соблазном и мудростью, а её энергия и интуиция читаются в том, как она движется тихо, реагирует точно и будто ощущает пространство всем телом.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",58 000,2,,
Кольца,LA2L126/1,La2L,https://drive.google.com/file/d/1Cv6vCaT71gRhI-CxqN4xuuAN5x9oqED1/view?usp=drive_link,https://drive.google.com/file/d/1JTWdOq4-NBhfw8ZLgcpV1PgLXd3UNd5S/view?usp=share_link,,,,,Регулируемый,"Кольцо Две Змейки аметист

Символика

Змейка как символ связана с обновлением. Она сбрасывает кожу и начинает путь заново, поэтому в её образе чувствуется цикличность и внутренняя сила. В восточной культуре её часто связывают с мягким соблазном и мудростью, а её энергия и интуиция читаются в том, как она движется тихо, реагирует точно и будто ощущает пространство всем телом.
"," 
Латунь
 
 
"," 

Позолота 
 
"," 

 
 Аметист
",58 000,0,,
Кольца,LA2L126/4,La2L,https://drive.google.com/file/d/1OBmaBb3YZHIIF46U6rRWOA352LhvIVjS/view?usp=drive_link,https://drive.google.com/file/d/1JTWdOq4-NBhfw8ZLgcpV1PgLXd3UNd5S/view?usp=share_link,,,,,Регулируемый,"Кольцо Две Змейки гранат

Символика

Змейка как символ связана с обновлением. Она сбрасывает кожу и начинает путь заново, поэтому в её образе чувствуется цикличность и внутренняя сила. В восточной культуре её часто связывают с мягким соблазном и мудростью, а её энергия и интуиция читаются в том, как она движется тихо, реагирует точно и будто ощущает пространство всем телом.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",58 000,1,,
Кольца,LA2L124,La2L,https://drive.google.com/file/d/1B5UfMQQCwS1LV47ZkmomWoc6EQvCtahi/view?usp=drive_link,https://drive.google.com/file/d/1zHhbCOwiiofRsp95rfLo9YyNrEqec5z8/view?usp=drive_link,https://drive.google.com/file/d/1724FNjwzG3j1Z9hfNWRau9lXoyhO6vWC/view?usp=drive_link,https://drive.google.com/file/d/1Xt0gqiKT_IklwGur-lFW9o7S1x_C74mR/view?usp=drive_link,https://drive.google.com/file/d/1euKDDNmYsjFvLJo7JEFrzyBo54d7mPO3/view?usp=drive_link,,16.5,"Кольцо Змейка широкое турмалины

Символика

Змейка как символ связана с обновлением. Она сбрасывает кожу и начинает путь заново, поэтому в её образе чувствуется цикличность и внутренняя сила. В восточной культуре её часто связывают с мягким соблазном и мудростью, а её энергия и интуиция читаются в том, как она движется тихо, реагирует точно и будто ощущает пространство всем телом.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",67 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
,LA2L124,La2L,https://drive.google.com/file/d/1B5UfMQQCwS1LV47ZkmomWoc6EQvCtahi/view?usp=drive_link,https://drive.google.com/file/d/1zHhbCOwiiofRsp95rfLo9YyNrEqec5z8/view?usp=drive_link,https://drive.google.com/file/d/1724FNjwzG3j1Z9hfNWRau9lXoyhO6vWC/view?usp=drive_link,https://drive.google.com/file/d/1Xt0gqiKT_IklwGur-lFW9o7S1x_C74mR/view?usp=drive_link,https://drive.google.com/file/d/1euKDDNmYsjFvLJo7JEFrzyBo54d7mPO3/view?usp=drive_link,,17.5,"Кольцо Змейка широкое турмалины

Символика

Змейка как символ связана с обновлением. Она сбрасывает кожу и начинает путь заново, поэтому в её образе чувствуется цикличность и внутренняя сила. В восточной культуре её часто связывают с мягким соблазном и мудростью, а её энергия и интуиция читаются в том, как она движется тихо, реагирует точно и будто ощущает пространство всем телом.
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",67 000,2,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L196/2,La2L,https://drive.google.com/file/d/13qejf6h1TDQn4P0kxmQ3O5uBX0KKxPGu/view?usp=drive_link,https://drive.google.com/file/d/1rAi8akwjEIHEzo3OPHSQpV8GK-FbhG8i/view?usp=drive_link,продано,,,,Регулируемый,"Кольцо Rhoda 

Коллекция Rodha берет вдохновение из мира, где архитектура превращается в поэзию форм, а полудрагоценные камни раскрывают свое богатство оттенков.
Каждый раз, дизайнер бренда Мари-Элен приезжая в Джайпур, навещает Джантар-Мантар - удивительный архитектурный ансамбль, созданный для изучения звезд.
Этот величественный и научный памятник махарадж наполнил коллекцию мистическим, почти небесным звучанием."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",59 000,0,,
Кольца,LA2L195/1,La2L,https://drive.google.com/file/d/1M7wc_h4tz8R7RTlGE9Us1ix9PehBcZoj/view?usp=drive_link,,,,,,Регулируемый,Кольцо Ракушка маленькая GARNET," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",78 000,1,,
Кольца,LA2L195/2,La2L,https://drive.google.com/file/d/1RfUtS30p7AFimTM0SUMfe9982uFBFZkf/view?usp=drive_link,,,,,,Регулируемый,Кольцо Ракушка маленькая SERPENTINE," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",78 000,1,,
Кольца,LA2L194/2,La2L,https://drive.google.com/file/d/1X7OqJaBWD037QdwYIZ9IEvMBCxkso6q9/view?usp=drive_link,,,,,,Регулируемый,Кольцо Ракушка большая," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",89 000,1,,
Кольца,LA2L193,La2L,https://drive.google.com/file/d/14V2GChOFChGu-0TtXg1voFEBaE2AoktC/view?usp=drive_link,,,,,,16.5,Кольцо Sacha капля HESSONITE," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Гессонит, Кристаллы сваровски",63 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L193,La2L,https://drive.google.com/file/d/14V2GChOFChGu-0TtXg1voFEBaE2AoktC/view?usp=drive_link,,,,,,17,Кольцо Sacha капля HESSONITE," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Гессонит, Кристаллы сваровски",63 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L193,La2L,https://drive.google.com/file/d/14V2GChOFChGu-0TtXg1voFEBaE2AoktC/view?usp=drive_link,,,,,,17.5,Кольцо Sacha капля HESSONITE," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Гессонит, Кристаллы сваровски",63 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L193/2/2,La2L,https://drive.google.com/file/d/1zb1cbRsrWD_V_r6m4eOpL-tSbs6xvl2u/view?usp=drive_link,,,,,,17,Кольцо Sacha Капля AGATE," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Зеленый агат, Кристаллы сваровски",63 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L191,La2L,https://drive.google.com/file/d/1sL_oVvU4yjMrOxCuHIbGF1pK7IXKvt7y/view?usp=drive_link,https://drive.google.com/file/d/1ZPxnNRAY89zqbJ0xbq-MaUfUFTdN1wgo/view?usp=drive_link,,,,,Регулируемый,Кольцо Jasmine крученное," 
Латунь
 "," 

Позолота "," 

 ",41 000,5,,
Кольца,LA2L190/2/1,La2L,https://drive.google.com/file/d/1BZkddfHr0rOo8LXoP_iR5lI-JII6cj1a/view?usp=drive_link,,,,,,16.5,"Кольцо Sacha элементы 

"," 
Латунь
 
  "," 

Позолота 
 "," 

 
 Голубой Турмалин",54 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L190/3/2,La2L,https://drive.google.com/file/d/1rWgDQuIQBkc0uRJGMPXz6r5kXKd8edmz/view?usp=drive_link,,,,,,17,"Кольцо Sacha элементы 

"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Цитрин",54 000,0,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L190/1,La2L,https://drive.google.com/file/d/1k7nr9lmwlct76isdmBQB_IW9BD2yYFst/view?usp=drive_link,,,,,,17,"Кольцо Sacha элементы 

"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",54 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L190/1,La2L,https://drive.google.com/file/d/1k7nr9lmwlct76isdmBQB_IW9BD2yYFst/view?usp=drive_link,,,,,,17.5,"Кольцо Sacha элементы 

"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",54 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L189/3,La2L,https://drive.google.com/file/d/1oFSyUHzQ8NQC7teNnGMtTP5U5jYt78Jm/view?usp=drive_link,,,,,,16.5,Кольцо Rhoda изогнутое GREEN," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Зеленые Кристаллы сваровски",50 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L189/2,La2L,https://drive.google.com/file/d/1X4b2ztJ5btxLazQU01J_KB8pJkxZbseI/view?usp=drive_link,,,,,,16.5,Кольцо Rhoda изогнутое LAVENDER," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Лавандовые Кристаллы сваровски",50 000,0,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L189/1,La2L,https://drive.google.com/file/d/1hz5jgF3QjUunlIF_0K0RWHhiBiSyw6MY/view?usp=drive_link,,,,,,16.5,Кольцо Rhoda изогнутое WHITE," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Прозрачные Кристаллы сваровски",50 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L189/1,La2L,https://drive.google.com/file/d/1hz5jgF3QjUunlIF_0K0RWHhiBiSyw6MY/view?usp=drive_link,,,,,,17,Кольцо Rhoda изогнутое WHITE," 
Латунь
 
  "," 

Позолота 
  "," 

 
 Прозрачные Кристаллы сваровски",50 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Колье,LA2L30,La2L,https://drive.google.com/file/d/1IrZ5fPFauCNf5f98QiSNUUSRVg3VtLGm/view?usp=drive_link,https://drive.google.com/file/d/1YOJGhnrNvPLGLDRoDqgJx1plPQ2o_k_n/view?usp=drive_link,https://drive.google.com/file/d/1fVpLCLaerG382JSBe-ohud9WMvUYsxFv/view?usp=drive_link,https://drive.google.com/file/d/1UAWnmDlvmeh1ulITYZ3ZCH4WxLg0QKgJ/view?usp=drive_link,https://drive.google.com/file/d/1tX16vBIQhvzTEH3Hnj4Z3Xkov6uiME9C/view?usp=drive_link,https://drive.google.com/file/d/1RxJ375JgALSVk2ag-_gC3lWNxU5VWYBb/view?usp=drive_link,72 см,Колье Sacha с кубиками," 
Латунь
 
"," 

Позолота 
"," 

 
Эмаль",134 000,1,,
Колье,LA2L113/1,La2L,https://drive.google.com/file/d/1eWUpJMMDjs2Mh93to6dRvALkW9A7li5A/view?usp=drive_link,,,,,,42 см,Колье с подвеской гранатовое сердце ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",58 000,0,,
Колье,LA2L154/5,La2L,https://drive.google.com/file/d/1_Y-uqvAHBAosPvcHvhgX2GF0XbTcE3yN/view?usp=drive_link,,,,,,42 см,Колье Sacha с подвесками глаз и сердце ," 
Латунь
 
 "," 

Позолота 
 "," 

 
Красная эмаль",52 000,5,,
Колье,LA2L154/4,La2L,https://drive.google.com/file/d/15wn8dzj-u2FgZqpsT_LmsonDsLyObiuk/view?usp=drive_link,,,,,,42 см,Колье Sacha с подвесками глаз и сердце ," 
Латунь
 
 "," 

Позолота 
 "," 

 
Белая эмаль",52 000,1,,
Колье,LA2L155,La2L,https://drive.google.com/file/d/19yGkZCNGFLH9yaGjuPDNyf1y2Jy-TkPg/view?usp=drive_link,https://drive.google.com/file/d/1WVUSVado26KtXf9UdvEsmMHB7cN2wP0y/view?usp=drive_link,,,,,55 см,Колье Sacha с подвеской сердца и клевер," 
Латунь
 "," 

Позолота "," 

 ",59 000,1,,
